state,year,CON_6m,enacted_first,repealed,reinstated_CON_ind,enacted_second,note
washington,2008,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2008,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2008,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2008,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2009,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2009,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2009,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2009,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2009,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2009,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2009,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2009,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2009,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2009,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2009,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2009,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2009,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2009,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2009,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2009,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2009,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2009,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2009,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2009,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2009,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2009,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2009,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2009,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2009,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2009,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2009,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2009,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2009,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2009,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2009,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2009,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2009,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2009,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2009,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2009,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2009,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2009,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2009,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2009,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2009,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2009,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2009,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2009,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2009,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2009,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2009,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2009,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2009,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2009,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2010,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2010,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2010,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2010,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2010,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2010,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2010,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2010,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2010,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2010,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2010,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2010,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2010,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2010,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2010,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2010,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2010,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2010,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2010,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2010,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2010,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2010,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2010,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2010,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2010,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2010,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2010,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2010,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2010,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2010,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2010,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2010,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2010,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2010,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2010,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2010,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2010,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2010,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2010,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2010,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2010,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2010,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2010,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2010,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2010,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2010,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2010,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2010,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2010,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2010,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2011,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2011,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2011,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2011,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2011,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2011,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2011,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2011,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2011,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2011,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2011,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2011,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2011,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2011,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2011,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2011,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2011,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2011,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2011,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2011,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2011,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2011,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2011,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2011,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2011,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2011,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2011,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2011,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2011,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2011,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2011,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2011,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2011,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2011,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2011,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2011,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2011,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2011,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2011,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2011,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2011,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2011,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2011,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2011,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2011,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2011,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2011,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2011,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2011,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2011,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2012,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2012,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2012,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2012,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2012,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2012,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2012,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2012,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2012,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2012,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2012,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2012,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2012,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2012,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2012,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2012,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2012,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2012,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2012,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2012,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2012,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2012,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2012,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2012,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2012,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2012,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2012,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2012,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2012,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2012,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2012,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2012,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2012,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2012,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2012,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2012,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2012,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2012,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2012,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2012,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2012,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2012,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2012,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2012,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2012,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2012,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2012,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
west virginia,2012,1,1977-07-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
wisconsin,2012,1,1977-01-01T00:00:00Z,1987-08-06T00:00:00Z,Y,1992-05-12T00:00:00Z,"Reenacted approval process, “quasi-CON”"
wyoming,2012,1,1977-05-27T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in March 13, 1987, except for nursing homes"
alabama,2013,1,1979-07-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
alaska,2013,1,1976-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
arizona,2013,0,1975-06-12T00:00:00Z,1985-03-15T00:00:00Z,N,NA,Certificate of Necessity for ambulances passed in 1993
arkansas,2013,1,1975-03-25T00:00:00Z,1987-01-01T00:00:00Z,Y,1987-01-01T00:00:00Z,"Reinstated Permit of Approval program, more relaxed CON law"
california,2013,0,1976-09-09T00:00:00Z,1987-01-01T00:00:00Z,N,NA,NA
colorado,2013,0,1973-05-30T00:00:00Z,1987-07-01T00:00:00Z,N,NA,NA
connecticut,2013,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON for Long Term Care Facilities became effective July 1, 1993"
delaware,2013,1,1978-06-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
florida,2013,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
georgia,2013,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
hawaii,2013,1,1975-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
idaho,2013,0,1980-03-20T00:00:00Z,1983-07-01T00:00:00Z,N,NA,CON expired in 1983 but repealed in 2004
illinois,2013,1,1974-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review December 31st, 2029"
indiana,2013,0,1980-01-01T00:00:00Z,1999-01-01T00:00:00Z,Y,2019-01-01T00:00:00Z,No CON laws in 1996; 2018 CON law only applies to nursing homes
iowa,2013,1,1978-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
kansas,2013,0,1972-03-21T00:00:00Z,1985-04-23T00:00:00Z,N,NA,NA
kentucky,2013,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
louisiana,2013,1,1990-07-06T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maine,2013,1,1978-03-30T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
maryland,2013,1,1968-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
massachusetts,2013,1,1972-06-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
michigan,2013,1,1972-08-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
minnesota,2013,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Hospital moratorium from 1984 to June 30, 1987; 2004 public review"
mississippi,2013,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
missouri,2013,1,1980-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
montana,2013,1,1975-04-16T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON in 2019, generally, except for long-term care facilities"
nebraska,2013,1,1979-05-22T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
nevada,2013,1,1972-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new hampshire,2013,1,1979-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON June 30, 2016 and immediately implemented quasi-CON July 1, 2016"
new jersey,2013,1,1971-05-10T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
new mexico,2013,0,1978-03-06T00:00:00Z,1981-01-01T00:00:00Z,N,NA,"Repealed CON, except for ambulance services"
new york,2013,1,1964-10-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
north carolina,2013,1,1971-07-21T00:00:00Z,1973-03-28T00:00:00Z,Y,1979-01-01T00:00:00Z,NA
north dakota,2013,0,1971-03-27T00:00:00Z,1995-01-01T00:00:00Z,N,NA,NA
ohio,2013,1,1975-08-25T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Amendments added in March 15, 1979 and only regulates long-term care now"
oklahoma,2013,1,1971-04-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"Repealed CON for Psychiatric and Chemical Dependency Facilities passed in 1989 on May 6, 2024"
oregon,2013,1,1971-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
pennsylvania,2013,0,1979-10-01T00:00:00Z,1996-12-31T00:00:00Z,N,NA,"Original expiration date was December 31, 1992 but legislature extended law by 4-years"
rhode island,2013,1,1969-01-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
south carolina,2013,1,1971-06-03T00:00:00Z,2025-07-17T00:00:00Z,N,NA,"CON laws subject to review January, 2027"
south dakota,2013,0,1972-02-09T00:00:00Z,1988-01-01T00:00:00Z,N,NA,NA
tennessee,2013,1,1973-07-01T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
texas,2013,0,1971-05-26T00:00:00Z,1985-01-01T00:00:00Z,N,NA,NA
utah,2013,0,1979-05-08T00:00:00Z,1984-12-31T00:00:00Z,N,NA,NA
vermont,2013,1,1979-05-08T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
virginia,2013,1,1973-03-09T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
washington,2013,1,1979-05-11T00:00:00Z,2025-07-17T00:00:00Z,N,NA,NA
